Timestamp,Value
2024-12-09 20:27:47,71.58815117419633
2024-12-09 20:27:48,34.9926419657892
2024-12-09 20:27:48,66.08733764844193
2024-12-09 20:27:48,43.135555674371915
2024-12-09 20:27:48,3.850845094171884
2024-12-09 20:27:48,9.461585309939569
2024-12-09 20:27:49,51.89402508892337
2024-12-09 20:27:49,63.78753516221766
2024-12-09 20:27:49,52.274349810898116
2024-12-09 20:27:49,79.34875581092244
2024-12-09 20:27:49,12.62013898890445
2024-12-09 20:27:50,0.47795691670318163
2024-12-09 20:27:50,29.93222209825197
2024-12-09 20:27:50,84.67138758969095
2024-12-09 20:27:50,8.90734793624567
2024-12-09 20:27:50,52.97844291788122
2024-12-09 20:27:51,82.63934608078823
2024-12-09 20:27:51,48.215496099917054
2024-12-09 20:27:51,20.586032442051117
2024-12-09 20:27:51,69.6933046497344
2024-12-09 20:27:51,97.61258196745113
2024-12-09 20:27:52,92.42088872342734
2024-12-09 20:27:52,87.28708315484155
2024-12-09 20:27:52,54.47222425301241
2024-12-09 20:27:52,5.183978879616702
2024-12-09 20:27:52,44.696214244826315
2024-12-09 20:27:53,22.29328792172285
2024-12-09 20:27:53,70.92953721180336
2024-12-09 20:27:53,76.55542814212669
2024-12-09 20:27:53,80.98404974634465
2024-12-09 20:27:53,17.501359772775004
2024-12-09 20:27:54,49.2709021024482
2024-12-09 20:27:54,66.69356734011612
2024-12-09 20:27:54,78.2888607906305
2024-12-09 20:27:54,2.044863960296661
2024-12-09 20:27:54,75.18261175614822
2024-12-09 20:27:55,80.16224527407213
