Unix Timestamp,Value
1733841358.190691,0.0
1733841358.396496,0.2
1733841358.597173,0.39
1733841358.7983332,0.58
1733841358.9989705,0.75
1733841359.2012408,0.9
1733841359.4027455,1.03
1733841359.6039357,1.14
1733841359.8049607,1.22
1733841360.0075345,1.27
1733841360.2092068,1.3
1733841360.4105477,1.3
1733841360.6112432,1.27
1733841360.8128505,1.22
1733841361.014005,1.15
1733841361.2156832,1.07
1733841361.4172764,0.97
1733841361.6185794,0.86
1733841361.8197846,0.75
1733841362.0207343,0.64
1733841362.2228045,0.53
1733841362.424575,0.43
1733841362.6291811,0.33
1733841362.8300514,0.25
1733841363.0316503,0.18
1733841363.233302,0.12
1733841363.4343407,0.07
1733841363.635515,0.04
1733841363.836174,0.02
1733841364.0368726,0.01
1733841364.2391634,0.0
1733841364.4414132,0.0
1733841364.6427963,-0.0
1733841364.8443332,-0.0
1733841365.0464323,-0.01
1733841365.248246,-0.02
1733841365.4498475,-0.05
1733841365.6514058,-0.08
1733841365.8535402,-0.13
1733841366.0560813,-0.19
1733841366.2580733,-0.26
1733841366.4674797,-0.35
1733841366.6763775,-0.44
1733841366.8786867,-0.55
1733841367.0806656,-0.66
1733841367.2830513,-0.77
1733841367.4851859,-0.88
1733841367.6870568,-0.99
1733841367.889148,-1.08
1733841368.091135,-1.17
1733841368.293056,-1.23
1733841368.4948268,-1.28
1733841368.6976976,-1.3
1733841368.9000058,-1.29
1733841369.1021733,-1.26
1733841369.3041134,-1.21
1733841369.506173,-1.12
1733841369.7082074,-1.01
1733841369.9101222,-0.88
1733841370.112296,-0.72
1733841370.3141649,-0.55
1733841370.516565,-0.36
1733841370.7183657,-0.17
1733841370.9205797,0.03
1733841371.1227098,0.23
1733841371.3253603,0.43
1733841371.527357,0.61
1733841371.7338843,0.78
1733841371.9407153,0.92
1733841372.1429133,1.05
1733841372.3454993,1.15
1733841372.547451,1.23
1733841372.7662709,1.28
1733841373.0124946,1.3
1733841373.2149806,1.29
1733841373.4174573,1.26
1733841373.6194975,1.21
1733841373.8214827,1.14
1733841374.0237765,1.05
1733841374.2260723,0.95
1733841374.4286823,0.85
1733841374.6307302,0.73
1733841374.83279,0.62
1733841375.0350976,0.51
1733841375.2376714,0.41
1733841375.4395924,0.32
1733841375.6420844,0.24
1733841375.9215083,0.17
1733841376.1236284,0.11
1733841376.3259983,0.07
1733841376.528432,0.04
1733841376.7302985,0.02
1733841376.9323943,0.01
1733841377.134255,0.0
1733841377.3364303,0.0
1733841377.538348,-0.0
1733841377.7400916,-0.0
1733841377.94219,-0.01
1733841378.1461153,-0.03
1733841378.3482509,-0.05
1733841378.550634,-0.09
1733841378.7526898,-0.14
1733841378.954793,-0.2
1733841379.1571229,-0.28
1733841379.3591604,-0.36
1733841379.56145,-0.46
1733841379.763467,-0.57
1733841379.9770856,-0.68
1733841380.1838887,-0.79
1733841380.3858378,-0.9
1733841380.5882413,-1.0
1733841380.7902238,-1.1
1733841380.9924748,-1.18
1733841381.1961095,-1.24
1733841381.4005144,-1.28
1733841381.6024718,-1.3
1733841381.8056138,-1.29
1733841382.007936,-1.26
1733841382.209955,-1.19
1733841382.412135,-1.1
1733841382.614141,-0.99
1733841382.818425,-0.85
1733841383.021112,-0.69
1733841383.2231324,-0.52
1733841383.4253533,-0.33
1733841383.627416,-0.13
1733841383.8295794,0.07
1733841384.031893,0.27
1733841384.2336755,0.46
1733841384.43591,0.64
1733841384.6378145,0.8
1733841384.8397703,0.95
1733841385.0416949,1.07
1733841385.2433953,1.17
1733841385.445333,1.24
1733841385.6479683,1.28
1733841385.8500493,1.3
1733841386.0537057,1.29
1733841386.2559702,1.26
1733841386.4579117,1.2
1733841386.6596186,1.13
