Unix Timestamp,Left Value,Right Value
1733846449.2229025,0.0,
1733846449.4264777,,0.2
1733846449.6276069,0.39,
1733846449.8288622,,0.58
1733846450.0300467,0.75,
1733846450.240419,,0.9
1733846450.4417107,1.03,
1733846450.6431024,,1.14
1733846450.8443577,1.22,
1733846451.0451095,,1.27
1733846451.2462802,1.3,
1733846451.44721,,1.3
1733846451.6508162,1.27,
1733846451.8527076,,1.22
1733846452.0536256,1.15,
1733846452.2557847,,1.07
1733846452.4592526,0.97,
1733846452.660243,,0.86
1733846452.8616998,0.75,
1733846453.0627084,,0.64
1733846453.2641828,0.53,
1733846453.465412,,0.43
1733846453.66717,0.33,
1733846453.8686795,,0.25
1733846454.0695279,0.18,
1733846454.2711647,,0.12
1733846454.4727168,0.07,
1733846454.6744838,,0.04
1733846454.8762484,0.02,
1733846455.0787487,,0.01
1733846455.2820008,0.0,
1733846455.4842088,,0.0
1733846455.686444,-0.0,
1733846455.888464,,-0.0
1733846456.090501,-0.01,
1733846456.2926111,,-0.02
1733846456.4945784,-0.05,
1733846456.6965644,,-0.08
1733846456.913597,-0.13,
1733846457.1250412,,-0.19
1733846457.3273747,-0.26,
1733846457.5295308,,-0.35
1733846457.7319221,-0.44,
1733846457.934418,,-0.55
1733846458.1366668,-0.66,
1733846458.3386269,,-0.77
1733846458.54108,-0.88,
1733846458.743138,,-0.99
1733846458.9457078,-1.08,
1733846459.147958,,-1.17
1733846459.3510551,-1.23,
1733846459.553099,,-1.28
1733846459.7562492,-1.3,
1733846459.9586322,,-1.29
1733846460.160997,-1.26,
1733846460.3633106,,-1.21
1733846460.5652351,-1.12,
1733846460.7676558,,-1.01
1733846460.9695463,-0.88,
1733846461.1718633,,-0.72
1733846461.3740418,-0.55,
1733846461.5761495,,-0.36
1733846461.7785952,-0.17,
1733846461.9806473,,0.03
1733846462.1830263,0.23,
1733846462.3856962,,0.43
1733846462.5881045,0.61,
1733846462.7902656,,0.78
1733846462.9927762,0.92,
1733846463.1952002,,1.05
1733846463.397511,1.15,
1733846463.6004133,,1.23
1733846463.8023741,1.28,
1733846464.004597,,1.3
1733846464.20659,1.29,
1733846464.409372,,1.26
1733846464.611527,1.21,
1733846464.814079,,1.14
1733846465.0167594,1.05,
1733846465.2198033,,0.95
1733846465.4229257,0.85,
1733846465.625444,,0.73
1733846465.8279777,0.62,
1733846466.0305102,,0.51
1733846466.2323508,0.41,
1733846466.4354095,,0.32
1733846466.6374993,0.24,
1733846466.8398252,,0.17
1733846467.0428195,0.11,
1733846467.2449055,,0.07
1733846467.4471972,0.04,
1733846467.6492803,,0.02
1733846467.8514867,0.01,
1733846468.0537727,,0.0
1733846468.2568345,0.0,
1733846468.459378,,-0.0
1733846468.6615238,-0.0,
1733846468.8636546,,-0.01
1733846469.066388,-0.03,
1733846469.268726,,-0.05
1733846469.4710913,-0.09,
1733846469.673455,,-0.14
1733846469.8758926,-0.2,
1733846470.0782144,,-0.28
1733846470.280603,-0.36,
1733846470.4825873,,-0.46
1733846470.685072,-0.57,
1733846470.887099,,-0.68
1733846471.0891798,-0.79,
1733846471.2916508,,-0.9
1733846471.4935982,-1.0,
1733846471.6961462,,-1.1
1733846471.8985462,-1.18,
1733846472.10666,,-1.24
1733846472.308898,-1.28,
1733846472.5112348,,-1.3
1733846472.7137318,-1.29,
1733846472.9213629,,-1.26
1733846473.192762,-1.19,
1733846473.3978586,,-1.1
1733846473.6001356,-0.99,
1733846473.80229,,-0.85
1733846474.0046864,-0.69,
1733846474.20705,,-0.52
1733846474.4091272,-0.33,
1733846474.6120145,,-0.13
1733846474.8141246,0.07,
1733846475.016495,,0.27
1733846475.2187622,0.46,
1733846475.420847,,0.64
1733846475.622901,0.8,
1733846475.825086,,0.95
1733846476.0273333,1.07,
1733846476.2296124,,1.17
1733846476.4323556,1.24,
1733846476.6355739,,1.28
1733846476.8383358,1.3,
1733846477.0405898,,1.29
1733846477.2425654,1.26,
1733846477.444647,,1.2
1733846477.646713,1.13,
1733846477.8490908,,1.04
1733846478.0636444,0.94,
1733846478.3082192,,0.83
1733846478.5105844,0.71,
1733846478.7130473,,0.6
1733846478.91595,0.5,
1733846479.1180623,,0.39
1733846479.3203206,0.3,
1733846479.5225735,,0.22
1733846479.7252219,0.16,
1733846479.9276655,,0.1
1733846480.1314123,0.06,
1733846480.3332393,,0.03
1733846480.535716,0.01,
1733846480.7378454,,0.0
1733846480.9399965,0.0,
1733846481.14241,,0.0
1733846481.3449879,-0.0,
1733846481.5471523,,-0.0
1733846481.749253,-0.01,
1733846481.9514217,,-0.03
1733846482.153402,-0.06,
1733846482.3555725,,-0.09
1733846482.5575693,-0.15,
1733846482.7604408,,-0.21
1733846482.9628522,-0.29,
1733846483.1651661,,-0.38
1733846483.367381,-0.48,
1733846483.569511,,-0.59
1733846483.7715504,-0.7,
1733846483.9755282,,-0.81
1733846484.185406,-0.92,
1733846484.3876615,,-1.02
1733846484.590357,-1.11,
1733846484.7924771,,-1.19
1733846484.9945507,-1.25,
1733846485.1966233,,-1.29
1733846485.3989692,-1.3,
1733846485.601243,,-1.29
1733846485.8036275,-1.25,
1733846486.0060692,,-1.18
1733846486.2177196,-1.09,
1733846486.4803922,,-0.97
1733846486.6825836,-0.83,
1733846486.8885925,,-0.66
1733846487.091805,-0.49,
1733846487.3113222,,-0.3
1733846487.5134022,-0.1,
1733846487.7162535,,0.1
1733846487.9184227,0.3,
1733846488.1208658,,0.49
1733846488.323336,0.67,
1733846488.5258462,,0.83
1733846488.7278013,0.97,
1733846488.929613,,1.09
1733846489.131913,1.18,
1733846489.333865,,1.25
1733846489.5362427,1.29,
1733846489.7386556,,1.3
1733846489.9414318,1.29,
1733846490.1434915,,1.25
1733846490.345894,1.19,
1733846490.5480735,,1.11
1733846490.7506986,1.02,
1733846490.9535882,,0.92
1733846491.1559749,0.81,
1733846491.358594,,0.7
1733846491.5607138,0.58,
1733846491.7628775,,0.48
1733846491.965464,0.38,
1733846492.1676297,,0.29
1733846492.369593,0.21,
1733846492.5715296,,0.15
1733846492.7735121,0.09,
1733846492.975747,,0.06
1733846493.1780095,0.03,
1733846493.379956,,0.01
1733846493.5823395,0.0,
1733846493.7845957,,0.0
1733846493.9869285,-0.0,
1733846494.1893597,,-0.0
1733846494.3913262,-0.0,
1733846494.5936325,,-0.01
1733846494.7959368,-0.03,
1733846494.9995756,,-0.06
1733846495.202061,-0.1,
1733846495.404556,,-0.16
1733846495.6067147,-0.22,
1733846495.809555,,-0.3
1733846496.012152,-0.4,
1733846496.214364,,-0.5
1733846496.4166658,-0.6,
1733846496.618848,,-0.72
1733846496.8208077,-0.83,
1733846497.0236304,,-0.94
1733846497.2260003,-1.04,
1733846497.428174,,-1.13
1733846497.636262,-1.2,
1733846497.8419008,,-1.26
1733846498.0444226,-1.29,
1733846498.2466264,,-1.3
1733846498.4488292,-1.28,
1733846498.651276,,-1.24
1733846498.8540938,-1.17,
1733846499.0561085,,-1.07
1733846499.2583907,-0.95,
1733846499.460723,,-0.8
1733846499.6643844,-0.64,
1733846499.866944,,-0.46
1733846500.0702033,-0.26,
1733846500.2723818,,-0.07
1733846500.4742985,0.13,
1733846500.6764295,,0.33
1733846500.8791878,0.52,
1733846501.0813565,,0.69
1733846501.2837737,0.85,
1733846501.486041,,0.99
1733846501.6890917,1.1,
1733846501.8914678,,1.19
1733846502.0934422,1.26,
1733846502.295484,,1.29
1733846502.4978006,1.3,
1733846502.6998203,,1.28
1733846502.9021943,1.24,
1733846503.1044707,,1.18
1733846503.3063622,1.1,
1733846503.5083878,,1.0
1733846503.7109575,0.9,
1733846503.9133167,,0.79
1733846504.1152608,0.68,
1733846504.3176904,,0.57
1733846504.5199568,0.46,
1733846504.7219625,,0.36
1733846504.9242787,0.28,
1733846505.1264699,,0.2
1733846505.3310387,0.14,
1733846505.533306,,0.09
1733846505.7354355,0.05,
1733846505.9375885,,0.03
1733846506.1407404,0.01,
1733846506.3430583,,0.0
1733846506.5450988,0.0,
1733846506.7478273,,-0.0
1733846506.950148,-0.0,
1733846507.166706,,-0.01
1733846507.4345098,-0.02,
1733846507.6364455,,-0.04
1733846507.838692,-0.07,
1733846508.0409935,,-0.11
1733846508.2504594,-0.17,
1733846508.4529877,,-0.24
1733846508.6551847,-0.32,
1733846508.857283,,-0.41
1733846509.0603294,-0.51,
1733846509.264602,,-0.62
1733846509.4848764,-0.73,
1733846509.6869247,,-0.85
1733846509.888932,-0.95,
1733846510.0912666,,-1.05
1733846510.2939754,-1.14,
1733846510.4961095,,-1.21
1733846510.6983314,-1.26,
1733846510.9004655,,-1.29
1733846511.1025321,-1.3,
1733846511.304998,,-1.28
1733846511.5074596,-1.23,
1733846511.7097502,,-1.15
1733846511.9120064,-1.05,
1733846512.117785,,-0.92
1733846512.3206494,-0.77,
1733846512.5226045,,-0.61
1733846512.724721,-0.42,
1733846512.9275875,,-0.23
1733846513.1299555,-0.03,
1733846513.332567,,0.17
1733846513.5372922,0.36,
1733846513.7393432,,0.55
1733846513.9416294,0.72,
1733846514.1441896,,0.88
1733846514.3465636,1.01,
1733846514.5493562,,1.12
1733846514.7515953,1.21,
1733846514.953916,,1.26
1733846515.1558921,1.29,
1733846515.3580408,,1.3
1733846515.5598636,1.28,
1733846515.761687,,1.23
1733846515.9644325,1.17,
1733846516.1667008,,1.08
1733846516.3684182,0.99,
1733846516.5707028,,0.88
1733846516.773646,0.77,
1733846516.9758267,,0.66
1733846517.1783192,0.55,
1733846517.3803277,,0.44
1733846517.5826364,0.35,
1733846517.7849557,,0.26
1733846517.9874594,0.19,
1733846518.1908455,,0.13
1733846518.3933244,0.08,
1733846518.5966904,,0.05
1733846518.8003109,0.02,
1733846519.004951,,0.01
1733846519.207217,0.0,
1733846519.4095628,,0.0
1733846519.6118755,-0.0,
1733846519.8142722,,-0.0
1733846520.0163853,-0.01,
1733846520.218745,,-0.02
1733846520.4207106,-0.04,
1733846520.6229033,,-0.07
1733846520.8250015,-0.12,
1733846521.027824,,-0.18
1733846521.242982,-0.25,
1733846521.5152447,,-0.33
1733846521.7175913,-0.43,
1733846521.9197161,,-0.53
1733846522.122035,-0.64,
1733846522.324652,,-0.75
1733846522.5383034,-0.86,
1733846522.780485,,-0.97
1733846522.9831269,-1.07,
1733846523.1856868,,-1.15
1733846523.3878007,-1.22,
1733846523.5905747,,-1.27
1733846523.7931745,-1.3,
1733846523.9956014,,-1.3
1733846524.1980083,-1.27,
1733846524.4001937,,-1.22
1733846524.602384,-1.14,
1733846524.8050768,,-1.03
1733846525.007612,-0.9,
1733846525.2102115,,-0.75
1733846525.4122007,-0.58,
1733846525.614433,,-0.39
1733846525.8180587,-0.2,
1733846526.020415,,0.0
1733846526.222508,0.2,
1733846526.4251776,,0.4
1733846526.642822,0.58,
1733846526.848171,,0.75
1733846527.050892,0.9,
1733846527.2533493,,1.03
1733846527.4554722,1.14,
