Unix Timestamp,Value
1733841066.688548,0.0
1733841066.9032729,0.2
1733841067.1044238,0.39
1733841067.3058076,0.58
1733841067.5070388,0.75
1733841067.7084146,0.9
1733841067.909718,1.03
1733841068.1109126,1.14
1733841068.3117826,1.22
1733841068.512901,1.27
1733841068.7140718,1.3
1733841068.9150314,1.3
1733841069.116277,1.27
1733841069.3183794,1.22
1733841069.520412,1.15
1733841069.7233508,1.07
1733841069.9291513,0.97
1733841070.1302202,0.86
1733841070.3315346,0.75
1733841070.5327702,0.64
1733841070.744299,0.53
1733841070.9509907,0.43
1733841071.1706529,0.33
1733841071.373059,0.25
1733841071.5752926,0.18
1733841071.7765362,0.12
1733841071.9778385,0.07
1733841072.1806493,0.04
1733841072.3836036,0.02
1733841072.5882711,0.01
1733841072.7898047,0.0
1733841072.991636,0.0
1733841073.1932604,-0.0
1733841073.3946128,-0.0
1733841073.5997007,-0.01
1733841073.802767,-0.02
1733841074.0047052,-0.05
1733841074.2064755,-0.08
1733841074.4082477,-0.13
1733841074.61131,-0.19
1733841074.8177228,-0.26
1733841075.0204334,-0.35
1733841075.2219584,-0.44
1733841075.423358,-0.55
1733841075.6251562,-0.66
1733841075.82648,-0.77
1733841076.0299065,-0.88
1733841076.2310734,-0.99
1733841076.433606,-1.08
1733841076.6418788,-1.17
1733841076.8455698,-1.23
1733841077.047277,-1.28
1733841077.2489326,-1.3
1733841077.4504366,-1.29
1733841077.652645,-1.26
1733841077.854818,-1.21
1733841078.0577528,-1.12
1733841078.2610981,-1.01
1733841078.4658213,-0.88
1733841078.6692357,-0.72
1733841078.870495,-0.55
1733841079.0868957,-0.36
1733841079.2887752,-0.17
1733841079.4953132,0.03
1733841079.7145405,0.23
1733841079.9202538,0.43
1733841080.1211965,0.61
1733841080.3223643,0.78
1733841080.5237677,0.92
1733841080.727095,1.05
1733841080.9283605,1.15
1733841081.1297407,1.23
1733841081.331047,1.28
1733841081.5321076,1.3
1733841081.7341852,1.29
1733841081.9357858,1.26
1733841082.1368618,1.21
1733841082.3379762,1.14
1733841082.5398545,1.05
1733841082.741114,0.95
1733841082.9429824,0.85
1733841083.144998,0.73
1733841083.3466158,0.62
1733841083.547722,0.51
1733841083.7489855,0.41
1733841083.950644,0.32
1733841084.1524704,0.24
1733841084.3540096,0.17
1733841084.5551343,0.11
1733841084.7564917,0.07
1733841084.957691,0.04
1733841085.1585603,0.02
1733841085.359777,0.01
1733841085.5621238,0.0
1733841085.7636135,0.0
1733841085.9667177,-0.0
1733841086.1680272,-0.0
1733841086.3691523,-0.01
1733841086.5707748,-0.03
1733841086.7739744,-0.05
1733841086.9811513,-0.09
1733841087.184581,-0.14
1733841087.3945403,-0.2
1733841087.5999384,-0.28
1733841087.8413105,-0.36
1733841088.0786822,-0.46
1733841088.286555,-0.57
1733841088.4885862,-0.68
1733841088.6897674,-0.79
1733841088.892012,-0.9
1733841089.0948622,-1.0
1733841089.3019335,-1.1
1733841089.5060802,-1.18
1733841089.7085602,-1.24
1733841089.9101553,-1.28
1733841090.1163857,-1.3
1733841090.3200934,-1.29
1733841090.5219827,-1.26
1733841090.72833,-1.19
1733841090.93013,-1.1
1733841091.133485,-0.99
1733841091.3347676,-0.85
1733841091.5371158,-0.69
1733841091.7385905,-0.52
1733841091.9406185,-0.33
1733841092.1422834,-0.13
1733841092.3436477,0.07
1733841092.5456371,0.27
1733841092.7472126,0.46
1733841092.948989,0.64
1733841093.1501985,0.8
1733841093.3540628,0.95
1733841093.5567713,1.07
1733841093.7587485,1.17
1733841093.9639282,1.24
1733841094.1668983,1.28
