Unix Timestamp,Value
1733841516.8492138,0.0
1733841517.0517395,0.2
1733841517.2526474,0.39
1733841517.4537816,0.58
1733841517.6547637,0.75
1733841517.856262,0.9
1733841518.0575657,1.03
1733841518.2583215,1.14
1733841518.4599912,1.22
1733841518.6615276,1.27
1733841518.8626432,1.3
1733841519.0636525,1.3
1733841519.2651203,1.27
1733841519.4658513,1.22
1733841519.6681623,1.15
1733841519.869119,1.07
1733841520.0697825,0.97
1733841520.2704914,0.86
1733841520.4714887,0.75
1733841520.6728308,0.64
1733841520.8743544,0.53
1733841521.0755098,0.43
1733841521.287384,0.33
1733841521.4909046,0.25
1733841521.6919212,0.18
1733841521.8929667,0.12
1733841522.0960915,0.07
1733841522.3037114,0.04
1733841522.5061843,0.02
1733841522.708632,0.01
1733841522.910298,0.0
1733841523.111474,0.0
1733841523.312769,-0.0
1733841523.5138474,-0.0
1733841523.7145834,-0.01
1733841523.915982,-0.02
1733841524.1169076,-0.05
1733841524.318352,-0.08
1733841524.5202265,-0.13
1733841524.7221613,-0.19
1733841524.9250286,-0.26
1733841525.1271746,-0.35
1733841525.3294237,-0.44
1733841525.5316904,-0.55
1733841525.7337012,-0.66
1733841525.9357517,-0.77
1733841526.138251,-0.88
1733841526.3404324,-0.99
1733841526.5441072,-1.08
1733841526.8209956,-1.17
1733841527.0235693,-1.23
1733841527.22524,-1.28
1733841527.4271965,-1.3
1733841527.6292486,-1.29
1733841527.8313513,-1.26
1733841528.033731,-1.21
1733841528.2359765,-1.12
1733841528.437973,-1.01
1733841528.6395001,-0.88
1733841528.8420045,-0.72
1733841529.0442615,-0.55
1733841529.2464263,-0.36
1733841529.450985,-0.17
1733841529.6707416,0.03
1733841529.8728685,0.23
1733841530.0750768,0.43
1733841530.278533,0.61
1733841530.4804275,0.78
1733841530.6824412,0.92
1733841530.8843782,1.05
1733841531.0869458,1.15
1733841531.2887206,1.23
1733841531.5002866,1.28
1733841531.73417,1.3
1733841531.9363344,1.29
1733841532.1384583,1.26
1733841532.3446944,1.21
1733841532.612521,1.14
1733841532.8149436,1.05
1733841533.0171301,0.95
1733841533.2192087,0.85
1733841533.4383054,0.73
1733841533.6871636,0.62
1733841533.8890824,0.51
1733841534.0910938,0.41
1733841534.2932007,0.32
1733841534.5032208,0.24
1733841534.73256,0.17
1733841534.9344752,0.11
1733841535.136298,0.07
1733841535.3383396,0.04
1733841535.540411,0.02
1733841535.742395,0.01
1733841535.9446936,0.0
1733841536.1471322,0.0
1733841536.3491514,-0.0
1733841536.551289,-0.0
1733841536.7599902,-0.01
1733841536.963032,-0.03
1733841537.1655362,-0.05
1733841537.3677375,-0.09
1733841537.580569,-0.14
1733841537.8021529,-0.2
1733841538.004727,-0.28
1733841538.206767,-0.36
1733841538.415946,-0.46
1733841538.6636257,-0.57
1733841538.8659127,-0.68
1733841539.0679848,-0.79
1733841539.2700825,-0.9
1733841539.476197,-1.0
1733841539.678933,-1.1
1733841539.8860621,-1.18
1733841540.0878005,-1.24
1733841540.2900493,-1.28
1733841540.5088031,-1.3
1733841540.7397714,-1.29
1733841540.9423304,-1.26
1733841541.1442657,-1.19
1733841541.346223,-1.1
1733841541.5480435,-0.99
1733841541.7500713,-0.85
1733841541.9518762,-0.69
1733841542.1539145,-0.52
1733841542.3562534,-0.33
1733841542.5581443,-0.13
1733841542.7599776,0.07
1733841542.9617877,0.27
1733841543.163878,0.46
1733841543.3662162,0.64
1733841543.5742524,0.8
1733841543.776889,0.95
1733841543.979024,1.07
1733841544.1819406,1.17
1733841544.392565,1.24
1733841544.5948176,1.28
