Unix Timestamp,Left Value,Right Value
1733842755.5438113,0.0,
1733842755.748874,,0.2
1733842755.9532938,0.39,
1733842756.1578565,,0.58
1733842756.3597157,0.75,
1733842756.5611649,,0.9
1733842756.7632985,1.03,
1733842756.965028,,1.14
1733842757.1696422,1.22,
1733842757.3708436,,1.27
1733842757.5762796,1.3,
1733842757.7775302,,1.3
1733842757.9789438,1.27,
1733842758.180924,,1.22
1733842758.3827202,1.15,
1733842758.583981,,1.07
1733842758.7857122,0.97,
1733842758.9884748,,0.86
1733842759.190688,0.75,
1733842759.3921154,,0.64
1733842759.5932152,0.53,
1733842759.813274,,0.43
1733842760.0153475,0.33,
1733842760.2173927,,0.25
1733842760.4190533,0.18,
1733842760.6205559,,0.12
1733842760.8230853,0.07,
1733842761.0264158,,0.04
1733842761.2277179,0.02,
1733842761.42919,,0.01
1733842761.6307805,0.0,
1733842761.8331904,,0.0
1733842762.0347311,-0.0,
1733842762.2358427,,-0.0
1733842762.437314,-0.01,
1733842762.6386135,,-0.02
1733842762.8399086,-0.05,
1733842763.044793,,-0.08
1733842763.247388,-0.13,
1733842763.4488735,,-0.19
1733842763.6503985,-0.26,
1733842763.8522,,-0.35
1733842764.0534668,-0.44,
1733842764.254931,,-0.55
1733842764.4594553,-0.66,
1733842764.6630616,,-0.77
1733842764.8749774,-0.88,
1733842765.0844488,,-0.99
1733842765.2863889,-1.08,
1733842765.4892151,,-1.17
1733842765.6922839,-1.23,
1733842765.8940308,,-1.28
1733842766.0983162,-1.3,
1733842766.3008955,,-1.29
1733842766.5054884,-1.26,
1733842766.7081764,,-1.21
1733842766.9097414,-1.12,
1733842767.1113374,,-1.01
1733842767.3129787,-0.88,
1733842767.5145335,,-0.72
1733842767.7165442,-0.55,
1733842767.9543803,,-0.36
1733842768.188168,-0.17,
1733842768.3896458,,0.03
1733842768.5909271,0.23,
1733842768.795264,,0.43
1733842769.0105324,0.61,
1733842769.2122574,,0.78
1733842769.4140255,0.92,
1733842769.6169047,,1.05
1733842769.8180418,1.15,
1733842770.052571,,1.23
1733842770.256388,1.28,
1733842770.4579692,,1.3
1733842770.659591,1.29,
1733842770.861245,,1.26
1733842771.064398,1.21,
1733842771.2654772,,1.14
1733842771.4669795,1.05,
1733842771.66882,,0.95
1733842771.8703516,0.85,
1733842772.0727704,,0.73
1733842772.2772293,0.62,
1733842772.4784636,,0.51
1733842772.6837442,0.41,
1733842772.8861735,,0.32
1733842773.0874746,0.24,
1733842773.2887928,,0.17
1733842773.4901688,0.11,
1733842773.695403,,0.07
1733842773.897121,0.04,
1733842774.09854,,0.02
1733842774.3004794,0.01,
1733842774.5018718,,0.0
1733842774.7034588,0.0,
1733842774.9057653,,-0.0
1733842775.107462,-0.0,
1733842775.3089569,,-0.01
1733842775.5104256,-0.03,
1733842775.7126372,,-0.05
