Unix Timestamp,Value
1733841067.8717806,0.0
1733841068.081669,0.2
1733841068.2832477,0.39
1733841068.4856243,0.58
1733841068.6879272,0.75
1733841068.8898613,0.9
1733841069.0919993,1.03
1733841069.2932417,1.14
1733841069.4948,1.22
1733841069.6967325,1.27
1733841069.898407,1.3
1733841070.1011014,1.3
1733841070.3023574,1.27
1733841070.5043275,1.22
1733841070.7205086,1.15
1733841070.9230378,1.07
1733841071.1243482,0.97
1733841071.3257682,0.86
1733841071.5288215,0.75
1733841071.7340074,0.64
1733841071.9502988,0.53
1733841072.1554317,0.43
1733841072.3763633,0.33
1733841072.5878594,0.25
1733841072.8099234,0.18
1733841073.018145,0.12
1733841073.2210844,0.07
1733841073.4232721,0.04
1733841073.6247268,0.02
1733841073.8261452,0.01
1733841074.0271769,0.0
1733841074.228514,0.0
1733841074.4336984,-0.0
1733841074.6368701,-0.0
1733841074.84656,-0.01
1733841075.0549617,-0.02
1733841075.2562294,-0.05
1733841075.4575675,-0.08
1733841075.6591113,-0.13
1733841075.8605254,-0.19
1733841076.061701,-0.26
1733841076.2633207,-0.35
1733841076.4649901,-0.44
1733841076.6668007,-0.55
1733841076.8760235,-0.66
1733841077.0884356,-0.77
1733841077.2898476,-0.88
1733841077.4916425,-0.99
1733841077.6933923,-1.08
1733841077.8969734,-1.17
1733841078.0986636,-1.23
1733841078.2996855,-1.28
1733841078.506325,-1.3
1733841078.707873,-1.29
1733841078.9089372,-1.26
1733841079.1281815,-1.21
1733841079.3443363,-1.12
1733841079.545372,-1.01
1733841079.7465749,-0.88
1733841079.9475853,-0.72
1733841080.1486971,-0.55
1733841080.3499606,-0.36
1733841080.5511947,-0.17
1733841080.752555,0.03
1733841080.9536345,0.23
1733841081.1547701,0.43
1733841081.3678586,0.61
1733841081.5715017,0.78
1733841081.772948,0.92
1733841081.9746888,1.05
1733841082.1770704,1.15
1733841082.3785756,1.23
1733841082.5799594,1.28
1733841082.7808077,1.3
1733841082.9822316,1.29
1733841083.1851017,1.26
1733841083.3865607,1.21
1733841083.5881135,1.14
1733841083.7892678,1.05
1733841083.9905963,0.95
1733841084.1920922,0.85
1733841084.3934705,0.73
1733841084.5943065,0.62
1733841084.7953932,0.51
1733841084.9965506,0.41
1733841085.1998935,0.32
1733841085.4017835,0.24
1733841085.6032023,0.17
1733841085.80464,0.11
1733841086.0057807,0.07
1733841086.2080503,0.04
1733841086.431066,0.02
1733841086.6407282,0.01
1733841086.858387,0.0
1733841087.0769227,0.0
1733841087.3013382,-0.0
1733841087.5043397,-0.0
1733841087.7074378,-0.01
1733841087.9097898,-0.03
1733841088.1207078,-0.05
1733841088.3384817,-0.09
1733841088.5405455,-0.14
1733841088.7705293,-0.2
1733841088.9874187,-0.28
1733841089.189419,-0.36
1733841089.392686,-0.46
1733841089.5940802,-0.57
1733841089.7958996,-0.68
1733841089.997686,-0.79
1733841090.1997082,-0.9
1733841090.402036,-1.0
1733841090.605977,-1.1
1733841090.8077972,-1.18
1733841091.0092685,-1.24
1733841091.2466328,-1.28
1733841091.4701307,-1.3
1733841091.674862,-1.29
1733841091.8761954,-1.26
1733841092.117492,-1.19
1733841092.3252406,-1.1
1733841092.5275137,-0.99
1733841092.7292216,-0.85
1733841092.9313822,-0.69
1733841093.138076,-0.52
1733841093.342339,-0.33
1733841093.5567713,-0.13
1733841093.7592704,0.07
1733841093.9608831,0.27
1733841094.171378,0.46
1733841094.3781683,0.64
1733841094.57956,0.8
1733841094.7810779,0.95
1733841094.983615,1.07
1733841095.1987767,1.17
1733841095.4002428,1.24
1733841095.6018374,1.28
1733841095.8034678,1.3
1733841096.0052812,1.29
1733841096.2378578,1.26
1733841096.4620955,1.2
1733841096.6641262,1.13
1733841096.8656783,1.04
1733841097.0679028,0.94
1733841097.2905893,0.83
1733841097.507341,0.71
1733841097.7094924,0.6
1733841097.9127014,0.5
1733841098.130212,0.39
1733841098.3347878,0.3
1733841098.5361693,0.22
1733841098.7392561,0.16
1733841098.9470906,0.1
1733841099.1484869,0.06
1733841099.3502505,0.03
1733841099.567193,0.01
1733841099.7699292,0.0
1733841099.9958277,0.0
1733841100.1986113,0.0
1733841100.3998823,-0.0
1733841100.6031182,-0.0
1733841100.8077767,-0.01
1733841101.0096207,-0.03
1733841101.2114112,-0.06
1733841101.4157236,-0.09
1733841101.618296,-0.15
1733841101.8206007,-0.21
1733841102.0222428,-0.29
1733841102.2362607,-0.38
1733841102.454481,-0.48
1733841102.6558619,-0.59
1733841102.85915,-0.7
1733841103.0810645,-0.81
1733841103.2828336,-0.92
1733841103.4842887,-1.02
1733841103.6853318,-1.11
1733841103.887202,-1.19
1733841104.092702,-1.25
1733841104.2943842,-1.29
1733841104.496783,-1.3
1733841104.7002275,-1.29
1733841104.9024932,-1.25
1733841105.1042922,-1.18
1733841105.3061633,-1.09
1733841105.5073745,-0.97
1733841105.7090786,-0.83
1733841105.911879,-0.66
1733841106.1172674,-0.49
1733841106.3192651,-0.3
1733841106.5212588,-0.1
1733841106.723165,0.1
1733841106.9250603,0.3
1733841107.1268663,0.49
1733841107.348733,0.67
1733841107.5822144,0.83
1733841107.7835927,0.97
1733841107.9904714,1.09
1733841108.2031353,1.18
1733841108.4142935,1.25
1733841108.6208723,1.29
1733841108.8223631,1.3
1733841109.0243278,1.29
1733841109.2642312,1.25
1733841109.4696617,1.19
1733841109.671092,1.11
1733841109.8736584,1.02
1733841110.0761178,0.92
1733841110.277423,0.81
1733841110.4796634,0.7
1733841110.6826582,0.58
1733841110.884348,0.48
1733841111.0863059,0.38
1733841111.2996902,0.29
1733841111.5053797,0.21
1733841111.7067177,0.15
1733841111.9084742,0.09
1733841112.111188,0.06
1733841112.3134139,0.03
1733841112.5162373,0.01
1733841112.7197971,0.0
1733841112.9228256,0.0
1733841113.12698,-0.0
1733841113.329179,-0.0
1733841113.5309672,-0.0
1733841113.7325091,-0.01
1733841113.9347055,-0.03
1733841114.1366916,-0.06
1733841114.3386586,-0.1
1733841114.5414262,-0.16
1733841114.74326,-0.22
1733841114.944872,-0.3
1733841115.1485684,-0.4
1733841115.3501647,-0.5
1733841115.553181,-0.6
1733841115.7551913,-0.72
1733841115.9568162,-0.83
1733841116.159612,-0.94
1733841116.3617935,-1.04
1733841116.5641143,-1.13
1733841116.766418,-1.2
1733841116.9688416,-1.26
1733841117.1704123,-1.29
1733841117.3840463,-1.3
1733841117.5859628,-1.28
1733841117.7885184,-1.24
1733841117.9914992,-1.17
1733841118.1932673,-1.07
1733841118.4196267,-0.95
1733841118.621136,-0.8
1733841118.8223538,-0.64
1733841119.0253737,-0.46
1733841119.2286367,-0.26
1733841119.4495773,-0.07
1733841119.6643543,0.13
1733841119.8662684,0.33
1733841120.0693517,0.52
1733841120.2791972,0.69
1733841120.4956095,0.85
1733841120.6981413,0.99
1733841120.9000664,1.1
1733841121.1016932,1.19
1733841121.3041675,1.26
1733841121.5060573,1.29
1733841121.707396,1.3
1733841121.9092948,1.28
1733841122.1104932,1.24
1733841122.3140545,1.18
1733841122.5390532,1.1
1733841122.7417314,1.0
1733841122.9443283,0.9
1733841123.1460948,0.79
1733841123.3518238,0.68
1733841123.6001267,0.57
1733841123.8211532,0.46
1733841124.0222957,0.36
1733841124.2235212,0.28
1733841124.4246905,0.2
1733841124.6474102,0.14
1733841124.8700933,0.09
1733841125.0714507,0.05
1733841125.2731268,0.03
1733841125.4924817,0.01
1733841125.721047,0.0
1733841125.9254704,0.0
1733841126.1268625,-0.0
1733841126.3283737,-0.0
1733841126.529663,-0.01
1733841126.7311034,-0.02
1733841126.9325843,-0.04
1733841127.1355867,-0.07
1733841127.3377388,-0.11
1733841127.5392592,-0.17
1733841127.7406888,-0.24
1733841127.9427142,-0.32
1733841128.1445477,-0.41
1733841128.3493595,-0.51
1733841128.5753984,-0.62
1733841128.787897,-0.73
1733841128.9963422,-0.85
1733841129.2114904,-0.95
1733841129.4135149,-1.05
1733841129.6149888,-1.14
1733841129.8164644,-1.21
1733841130.0185063,-1.26
1733841130.2206025,-1.29
1733841130.4222157,-1.3
1733841130.6237714,-1.28
1733841130.8252685,-1.23
1733841131.0266836,-1.15
1733841131.2287428,-1.05
1733841131.4315872,-0.92
1733841131.6346426,-0.77
1733841131.8390815,-0.61
1733841132.0403047,-0.42
1733841132.242025,-0.23
1733841132.4444735,-0.03
1733841132.647028,0.17
1733841132.8488932,0.36
1733841133.0505702,0.55
1733841133.2520366,0.72
1733841133.453674,0.88
1733841133.6555567,1.01
1733841133.8598323,1.12
1733841134.0610957,1.21
1733841134.2644334,1.26
1733841134.466036,1.29
1733841134.6682615,1.3
1733841134.8726926,1.28
1733841135.0745013,1.23
1733841135.276107,1.17
1733841135.479098,1.08
1733841135.6825576,0.99
1733841135.8840063,0.88
1733841136.086005,0.77
1733841136.2889714,0.66
1733841136.516086,0.55
1733841136.7181194,0.44
1733841136.9196823,0.35
1733841137.121338,0.26
1733841137.3232567,0.19
1733841137.5351465,0.13
1733841137.739669,0.08
1733841137.9423819,0.05
1733841138.1444137,0.02
1733841138.347031,0.01
1733841138.5583675,0.0
1733841138.7739556,0.0
1733841138.9754956,-0.0
1733841139.1775222,-0.0
1733841139.379548,-0.01
1733841139.5835533,-0.02
1733841139.7847257,-0.04
1733841139.9864805,-0.07
1733841140.1880512,-0.12
1733841140.3894458,-0.18
1733841140.5912955,-0.25
1733841140.7962334,-0.33
1733841140.9987764,-0.43
1733841141.2002852,-0.53
1733841141.4035125,-0.64
1733841141.6095145,-0.75
1733841141.8350375,-0.86
1733841142.036294,-0.97
1733841142.237811,-1.07
1733841142.4389477,-1.15
1733841142.6406996,-1.22
1733841142.845243,-1.27
1733841143.050134,-1.3
1733841143.2515545,-1.3
1733841143.4560108,-1.27
1733841143.6681962,-1.22
1733841143.8709974,-1.14
1733841144.0973222,-1.03
1733841144.299002,-0.9
1733841144.5007973,-0.75
1733841144.7025106,-0.58
1733841144.9061308,-0.39
1733841145.1386375,-0.2
1733841145.345015,0.0
1733841145.546828,0.2
1733841145.7508647,0.4
1733841145.9545302,0.58
1733841146.1731195,0.75
1733841146.377435,0.9
1733841146.5795853,1.03
1733841146.7904058,1.14
1733841146.9916992,1.22
1733841147.197945,1.27
1733841147.400353,1.3
1733841147.603033,1.3
1733841147.8054569,1.27
1733841148.007596,1.22
1733841148.2090852,1.15
1733841148.4111562,1.07
1733841148.61274,0.97
1733841148.816377,0.86
1733841149.0178442,0.75
1733841149.2357922,0.64
1733841149.4553194,0.53
1733841149.6571157,0.43
1733841149.8589041,0.33
1733841150.0699077,0.25
1733841150.27446,0.18
1733841150.476059,0.12
1733841150.6957111,0.07
1733841150.8971503,0.04
1733841151.0987184,0.02
1733841151.3007853,0.01
1733841151.5024333,0.0
1733841151.703702,0.0
1733841151.9058218,-0.0
1733841152.1077049,-0.0
1733841152.3134265,-0.01
1733841152.515006,-0.02
1733841152.7179248,-0.05
1733841152.9220223,-0.08
1733841153.1246185,-0.13
1733841153.3369012,-0.19
1733841153.539122,-0.26
1733841153.7496011,-0.35
1733841153.953705,-0.45
1733841154.154915,-0.55
1733841154.3562949,-0.66
1733841154.558492,-0.77
1733841154.7611384,-0.88
1733841154.9668972,-0.99
1733841155.1683009,-1.08
1733841155.3697774,-1.17
1733841155.5709424,-1.23
1733841155.7727652,-1.28
1733841155.9767222,-1.3
1733841156.1786551,-1.29
1733841156.381084,-1.26
1733841156.582854,-1.2
1733841156.7847168,-1.12
1733841156.9880822,-1.01
1733841157.189989,-0.87
1733841157.3933418,-0.72
1733841157.5962436,-0.55
1733841157.7980804,-0.36
1733841158.0004072,-0.16
1733841158.2024965,0.04
1733841158.4036832,0.23
1733841158.6076787,0.43
1733841158.8095016,0.61
1733841159.0107472,0.78
1733841159.2126539,0.92
1733841159.4167516,1.05
1733841159.6188686,1.15
1733841159.821002,1.23
1733841160.0229495,1.28
1733841160.2259715,1.3
1733841160.4293945,1.29
1733841160.6324973,1.26
1733841160.8335278,1.21
1733841161.0355148,1.14
1733841161.2373579,1.05
1733841161.4392052,0.95
1733841161.749103,0.84
1733841162.0027747,0.73
1733841162.2049155,0.62
1733841162.4333673,0.51
1733841162.6360667,0.41
1733841162.8378615,0.32
1733841163.0400612,0.24
1733841163.2418635,0.17
1733841163.4439363,0.11
1733841163.6466823,0.07
1733841163.8490033,0.04
1733841164.0506094,0.02
1733841164.2582133,0.01
1733841164.4647357,0.0
1733841164.6660833,0.0
1733841164.868109,-0.0
1733841165.0699637,-0.0
1733841165.2714956,-0.01
1733841165.4730008,-0.03
