Unix Timestamp,Left Value,Right Value
1733842807.7915053,0.0,
1733842808.0410848,,0.2
1733842808.246257,0.39,
1733842808.4480588,,0.58
1733842808.6492164,0.75,
1733842808.8515399,,0.9
1733842809.0609164,1.03,
1733842809.266779,,1.14
1733842809.4716063,1.22,
1733842809.6729505,,1.27
1733842809.8749259,1.3,
1733842810.0759716,,1.3
1733842810.282295,1.27,
1733842810.4875672,,1.22
1733842810.6888661,1.15,
1733842810.889949,,1.07
1733842811.090837,0.97,
1733842811.2915635,,0.86
1733842811.4926646,0.75,
1733842811.6946151,,0.64
1733842811.8958666,0.53,
1733842812.1160553,,0.43
1733842812.3174667,0.33,
1733842812.5195298,,0.25
1733842812.7206852,0.18,
1733842812.9217796,,0.12
1733842813.1373672,0.07,
1733842813.3451042,,0.04
1733842813.5511687,0.02,
1733842813.7525427,,0.01
1733842813.9552867,0.0,
1733842814.1572149,,0.0
1733842814.3599,-0.0,
1733842814.561233,,-0.0
1733842814.7653923,-0.01,
